country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","17-01-2025 18:00:00",22.969611,72.643500,PM10,53,119,86
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","17-01-2025 18:00:00",12.7816279,77.6299145,CO,46,48,47
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","17-01-2025 18:00:00",13.003872,77.664217,PM2.5,NA,NA,NA
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","17-01-2025 18:00:00",13.003872,77.664217,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","17-01-2025 18:00:00",12.921418,77.502466,NH3,10,10,10
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","17-01-2025 18:00:00",23.043070,72.562968,CO,25,104,45
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","17-01-2025 18:00:00",23.243639,72.68994,CO,44,74,54
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","17-01-2025 18:00:00",17.336318,76.847397,NH3,2,4,3
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","17-01-2025 18:00:00",17.336318,76.847397,CO,37,51,40
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","17-01-2025 18:00:00",14.816666,74.141003,PM2.5,23,67,47
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","17-01-2025 18:00:00",14.816666,74.141003,PM10,29,77,55
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB","17-01-2025 18:00:00",14.816666,74.141003,NO2,9,10,10
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","17-01-2025 18:00:00",13.1276288,78.1570122,PM2.5,56,63,59
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","17-01-2025 18:00:00",13.1276288,78.1570122,SO2,7,14,11
India,Karnataka,Kolar,"Tamaka Ind. Area, Kolar - KSPCB","17-01-2025 18:00:00",13.1276288,78.1570122,OZONE,16,16,16
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","17-01-2025 18:00:00",15.347630,76.181767,SO2,24,34,29
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","17-01-2025 18:00:00",12.990328,77.5431385,CO,26,102,43
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","17-01-2025 18:00:00",13.0246342,77.5080115,CO,48,60,52
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","17-01-2025 18:00:00",17.930306,77.482194,PM10,84,142,104
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","17-01-2025 18:00:00",17.930306,77.482194,NH3,2,3,2
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","17-01-2025 18:00:00",17.930306,77.482194,CO,35,46,40
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB","17-01-2025 18:00:00",17.930306,77.482194,OZONE,16,44,39
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","17-01-2025 18:00:00",11.55358,76.55521,SO2,2,8,4
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB","17-01-2025 18:00:00",11.55358,76.55521,OZONE,13,53,35
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","17-01-2025 18:00:00",13.940000,75.555917,SO2,2,8,4
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","17-01-2025 18:00:00",13.940000,75.555917,CO,5,37,27
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","17-01-2025 18:00:00",13.940000,75.555917,OZONE,32,86,76
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","17-01-2025 18:00:00",13.377516,77.099072,PM10,139,203,155
India,Karnataka,Tumakuru,"Thimmalapura, Tumakuru - KSPCB","17-01-2025 18:00:00",13.377516,77.099072,CO,56,58,57
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","17-01-2025 18:00:00",16.802639,75.722694,NO2,9,10,9
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","17-01-2025 18:00:00",10.073232,76.302765,NO2,NA,NA,NA
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","17-01-2025 18:00:00",10.532400,76.215900,SO2,2,11,5
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","17-01-2025 18:00:00",23.264759,77.381568,PM10,135,185,155
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","17-01-2025 18:00:00",23.210494,77.425409,PM10,144,199,166
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","17-01-2025 18:00:00",23.210494,77.425409,NO2,25,60,37
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","17-01-2025 18:00:00",23.210494,77.425409,OZONE,14,37,30
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","17-01-2025 18:00:00",23.233584,77.400574,NO2,23,37,30
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","17-01-2025 18:00:00",23.233584,77.400574,OZONE,18,82,57
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB","17-01-2025 18:00:00",15.411456,75.638133,SO2,17,20,18
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","17-01-2025 18:00:00",13.008556,76.125258,NH3,2,3,2
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","17-01-2025 18:00:00",13.008556,76.125258,SO2,1,2,1
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","17-01-2025 18:00:00",13.008556,76.125258,CO,2,4,2
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB","17-01-2025 18:00:00",15.351773,75.140726,PM2.5,34,66,52
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","17-01-2025 18:00:00",15.3714823,75.1160168,SO2,1,4,1
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","17-01-2025 18:00:00",15.3714823,75.1160168,CO,24,59,43
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","17-01-2025 18:00:00",11.875000,75.373200,SO2,2,3,2
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","17-01-2025 18:00:00",8.8787,76.6073,PM10,91,101,96
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","17-01-2025 18:00:00",8.563700,76.886500,CO,18,54,31
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","17-01-2025 18:00:00",8.5149093,76.9435879,NO2,10,27,18
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","17-01-2025 18:00:00",22.9682591,76.064118,NH3,6,7,6
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","17-01-2025 18:00:00",26.203442,78.193251,PM2.5,87,329,192
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","17-01-2025 18:00:00",26.203442,78.193251,PM10,98,191,128
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","17-01-2025 18:00:00",26.203442,78.193251,SO2,20,36,27
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","17-01-2025 18:00:00",26.200388,78.147714,PM10,33,165,102
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB","17-01-2025 18:00:00",13.428828,77.731418,PM10,64,117,80
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB","17-01-2025 18:00:00",14.475800,75.905200,SO2,5,7,6
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","17-01-2025 18:00:00",15.459706,75.008381,CO,30,98,50
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","17-01-2025 18:00:00",15.459706,75.008381,OZONE,21,80,66
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","17-01-2025 18:00:00",12.889250,74.853000,PM10,51,104,75
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","17-01-2025 18:00:00",12.889250,74.853000,NH3,3,4,3
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","17-01-2025 18:00:00",12.21041,76.37376,NO2,7,32,21
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","17-01-2025 18:00:00",13.940000,75.555917,PM2.5,27,49,34
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","17-01-2025 18:00:00",23.218135,79.957770,PM2.5,60,183,86
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","17-01-2025 18:00:00",23.218135,79.957770,PM10,91,175,125
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","17-01-2025 18:00:00",23.218135,79.957770,CO,87,113,103
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","17-01-2025 18:00:00",23.50016,80.23284,PM2.5,90,210,157
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","17-01-2025 18:00:00",23.50016,80.23284,NO2,15,150,79
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","17-01-2025 18:00:00",23.50016,80.23284,NH3,1,7,4
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","17-01-2025 18:00:00",23.108440,77.511428,PM2.5,264,338,302
India,"Madhya Pradesh",Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB","17-01-2025 18:00:00",23.108440,77.511428,CO,44,91,57
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","17-01-2025 18:00:00",22.624758,75.675238,NH3,2,3,3
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","17-01-2025 18:00:00",22.624758,75.675238,SO2,10,23,14
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","17-01-2025 18:00:00",22.624758,75.675238,OZONE,41,110,74
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","17-01-2025 18:00:00",23.331731,75.045981,NO2,30,31,31
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","17-01-2025 18:00:00",23.838586,78.759431,OZONE,1,40,31
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","17-01-2025 18:00:00",24.58434363,80.8549414,PM10,67,70,69
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","17-01-2025 18:00:00",24.58434363,80.8549414,CO,20,38,24
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","17-01-2025 18:00:00",24.108970,82.645580,PM10,133,199,162
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","17-01-2025 18:00:00",24.108970,82.645580,NO2,14,26,21
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","17-01-2025 18:00:00",24.108970,82.645580,CO,8,66,54
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","17-01-2025 18:00:00",19.962900,79.298714,NO2,2,32,10
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","17-01-2025 18:00:00",19.9775302,79.2337086,CO,19,26,21
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","17-01-2025 18:00:00",20.918946,74.776388,NO2,1,12,4
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","17-01-2025 18:00:00",20.918946,74.776388,NH3,1,3,3
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","17-01-2025 18:00:00",20.918946,74.776388,SO2,5,21,8
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","17-01-2025 18:00:00",21.001264,75.565602,PM2.5,70,152,87
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","17-01-2025 18:00:00",19.854616,75.905894,OZONE,1,110,51
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB","17-01-2025 18:00:00",19.25292,73.142019,OZONE,16,16,16
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","17-01-2025 18:00:00",19.192056,72.9585188,PM2.5,27,87,62
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","17-01-2025 18:00:00",19.192056,72.9585188,NH3,1,1,1
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","17-01-2025 18:00:00",16.6870449,74.2505872,PM10,58,110,92
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","17-01-2025 18:00:00",18.39963,76.57452,OZONE,24,55,44
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","17-01-2025 18:00:00",18.1023399,73.4783687,PM2.5,84,148,115
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","17-01-2025 18:00:00",18.1023399,73.4783687,PM10,102,177,133
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","17-01-2025 18:00:00",18.1023399,73.4783687,CO,32,64,43
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","17-01-2025 18:00:00",19.296481,72.840923,PM10,74,181,114
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","17-01-2025 18:00:00",20.9402359,77.7895248,OZONE,24,69,51
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","17-01-2025 18:00:00",20.939198,77.765701,PM10,83,145,118
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","17-01-2025 18:00:00",19.875620,75.387310,PM2.5,67,173,126
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","17-01-2025 18:00:00",26.200388,78.147714,OZONE,4,98,69
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","17-01-2025 18:00:00",22.4310,75.5213,NO2,67,97,81
India,"Madhya Pradesh",Indore,"Chhoti Gwaltoli, Indore - MPPCB","17-01-2025 18:00:00",22.4310,75.5213,CO,28,100,82
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","17-01-2025 18:00:00",19.786089,72.757971,NO2,NA,NA,NA
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","17-01-2025 18:00:00",19.786089,72.757971,CO,15,36,22
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","17-01-2025 18:00:00",19.786089,72.757971,OZONE,7,85,57
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","17-01-2025 18:00:00",23.142888,79.916147,SO2,17,17,17
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","17-01-2025 18:00:00",19.065931,72.862131,PM2.5,76,165,129
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","17-01-2025 18:00:00",19.065931,72.862131,PM10,106,174,137
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","17-01-2025 18:00:00",19.065931,72.862131,NH3,8,15,12
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","17-01-2025 18:00:00",19.23241,72.86895,PM2.5,81,229,175
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","17-01-2025 18:00:00",19.23241,72.86895,CO,8,56,36
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","17-01-2025 18:00:00",19.23241,72.86895,OZONE,3,90,51
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","17-01-2025 18:00:00",19.2243333,72.8658113,PM2.5,46,91,70
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","17-01-2025 18:00:00",19.2243333,72.8658113,PM10,72,141,102
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","17-01-2025 18:00:00",19.2243333,72.8658113,CO,7,10,8
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","17-01-2025 18:00:00",18.9767,72.8380,PM2.5,94,219,169
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","17-01-2025 18:00:00",18.9767,72.8380,NH3,8,19,13
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","17-01-2025 18:00:00",19.19709,72.82204,PM10,104,172,132
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","17-01-2025 18:00:00",19.19709,72.82204,OZONE,4,95,68
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","17-01-2025 18:00:00",18.96702,72.84214,NH3,4,5,4
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","17-01-2025 18:00:00",19.1878657,72.8304069,NO2,25,78,46
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","17-01-2025 18:00:00",19.1878657,72.8304069,OZONE,4,79,50
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","17-01-2025 18:00:00",19.1750,72.9419,PM10,81,152,116
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","17-01-2025 18:00:00",19.1750,72.9419,OZONE,18,19,18
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","17-01-2025 18:00:00",19.083694,72.920967,CO,2,52,14
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","17-01-2025 18:00:00",19.083694,72.920967,OZONE,3,79,54
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","17-01-2025 18:00:00",19.205800,72.868200,NO2,2,4,3
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","17-01-2025 18:00:00",19.205800,72.868200,OZONE,15,16,16
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","17-01-2025 18:00:00",19.0632143,72.8456324,PM2.5,64,139,102
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM","17-01-2025 18:00:00",19.1653323,72.922099,NH3,1,2,1
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB","17-01-2025 18:00:00",19.173852,77.296291,SO2,3,33,12
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","17-01-2025 18:00:00",20.0073285,73.7762427,PM2.5,87,217,134
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB","17-01-2025 18:00:00",20.0073285,73.7762427,OZONE,1,11,6
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","17-01-2025 18:00:00",20.021503,73.813844,SO2,1,16,9
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","17-01-2025 18:00:00",19.950220,73.731480,PM2.5,69,263,147
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","17-01-2025 18:00:00",19.950220,73.731480,NO2,8,19,13
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","17-01-2025 18:00:00",19.090337,73.014232,SO2,7,21,11
India,Maharashtra,"Navi Mumbai","Mahape, Navi Mumbai - MPCB","17-01-2025 18:00:00",19.1135051,73.008978,NH3,1,1,1
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","17-01-2025 18:00:00",19.0575752,73.0151367,PM2.5,45,170,117
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","17-01-2025 18:00:00",19.0575752,73.0151367,OZONE,17,87,65
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","17-01-2025 18:00:00",18.897756,72.813320,NO2,46,153,101
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","17-01-2025 18:00:00",19.000084,72.856730,PM2.5,52,303,147
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","17-01-2025 18:00:00",19.000084,72.856730,PM10,94,173,134
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","17-01-2025 18:00:00",19.000083,72.813993,NO2,26,87,49
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","17-01-2025 18:00:00",18.9767,72.8380,OZONE,1,119,84
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","17-01-2025 18:00:00",19.0364585,72.8954371,PM2.5,78,188,131
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","17-01-2025 18:00:00",19.0364585,72.8954371,SO2,3,15,7
India,Maharashtra,Mumbai,"Deonar, Mumbai - IITM","17-01-2025 18:00:00",19.04946,72.9230,OZONE,2,90,60
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","17-01-2025 18:00:00",19.000083,72.813993,NH3,3,36,7
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","17-01-2025 18:00:00",19.383200,72.820400,CO,NA,NA,NA
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","17-01-2025 18:00:00",19.10861,72.83622,OZONE,4,5,4
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","17-01-2025 18:00:00",21.121801,79.04952,PM10,71,171,122
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","17-01-2025 18:00:00",21.121801,79.04952,OZONE,1,73,61
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","17-01-2025 18:00:00",21.14472,79.107595,NO2,18,112,47
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","17-01-2025 18:00:00",21.14472,79.107595,SO2,1,101,36
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB","17-01-2025 18:00:00",19.235581,73.159121,NH3,1,5,3
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","17-01-2025 18:00:00",19.4458210,72.7988231,PM10,88,165,112
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","17-01-2025 18:00:00",19.4458210,72.7988231,CO,28,118,37
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","17-01-2025 18:00:00",24.8207389,93.9423085,PM10,15,174,61
India,Manipur,Imphal,"DM College of Science, Imphal - Manipur PCB","17-01-2025 18:00:00",24.8207389,93.9423085,CO,6,6,6
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB","17-01-2025 18:00:00",25.5803419,91.8942571,NO2,18,48,34
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","17-01-2025 18:00:00",20.34652,85.81630,OZONE,14,147,119
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","17-01-2025 18:00:00",22.06156703,85.47409613,OZONE,25,35,30
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","17-01-2025 18:00:00",21.8004996,83.8396977,PM10,48,186,104
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","17-01-2025 18:00:00",21.8004996,83.8396977,OZONE,27,102,83
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","17-01-2025 18:00:00",20.94185,86.11510,PM2.5,77,237,132
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","17-01-2025 18:00:00",20.94185,86.11510,PM10,65,135,98
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","17-01-2025 18:00:00",19.02579,73.10297,CO,23,38,29
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","17-01-2025 18:00:00",19.265594,76.761463,NO2,16,76,35
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB","17-01-2025 18:00:00",19.265594,76.761463,CO,25,31,29
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","17-01-2025 18:00:00",18.63673,73.82487,NO2,27,103,56
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","17-01-2025 18:00:00",18.63673,73.82487,SO2,2,7,3
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","17-01-2025 18:00:00",18.59051,73.77946,PM10,78,132,110
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","17-01-2025 18:00:00",18.614767,73.799516,CO,80,110,92
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","17-01-2025 18:00:00",18.616318,73.765797,PM2.5,78,148,107
India,Maharashtra,Pune,"Alandi, Pune - IITM","17-01-2025 18:00:00",18.675076,73.892743,OZONE,1,85,72
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","17-01-2025 18:00:00",17.6599188,75.9063906,PM2.5,61,74,64
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB","17-01-2025 18:00:00",17.6599188,75.9063906,PM10,116,129,119
India,Maharashtra,Thane,"Kasarvadavali, Thane - MPCB","17-01-2025 18:00:00",19.26777,72.97182,OZONE,19,123,71
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","17-01-2025 18:00:00",19.222279,72.957979,PM2.5,27,198,136
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","17-01-2025 18:00:00",19.222279,72.957979,NH3,1,3,1
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB","17-01-2025 18:00:00",23.7176342,92.7192841,OZONE,4,8,6
India,Nagaland,Kohima,"PWD Juction, Kohima - NPCB","17-01-2025 18:00:00",25.6635413,94.0989878,NO2,3,10,4
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","17-01-2025 18:00:00",21.51161,86.89088,PM10,88,258,140
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","17-01-2025 18:00:00",21.51161,86.89088,OZONE,14,129,104
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","17-01-2025 18:00:00",18.547056,73.826908,NH3,1,4,2
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","17-01-2025 18:00:00",18.547056,73.826908,CO,9,68,15
India,Maharashtra,Pune,"Transport Nagar-Nigdi, Pune - IITM","17-01-2025 18:00:00",18.664282,73.763966,NO2,27,68,40
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB","17-01-2025 18:00:00"," 16.5038",74.3623,OZONE,24,99,91
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","17-01-2025 18:00:00",18.605770,73.749976,CO,56,96,66
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","17-01-2025 18:00:00",18.605770,73.749976,OZONE,1,101,68
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","17-01-2025 18:00:00",18.459883,73.852193,PM2.5,65,113,88
India,Maharashtra,Pune,"Dhankawadi, Pune - IITM","17-01-2025 18:00:00",18.459883,73.852193,OZONE,8,101,84
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","17-01-2025 18:00:00",18.573040,73.927715,PM10,75,144,120
India,Odisha,Barbil,"Forest Office, Barbil - OSPCB","17-01-2025 18:00:00",22.1166054,85.3945546,NO2,1,4,1
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","17-01-2025 18:00:00",21.941841,86.728318,CO,66,104,89
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","17-01-2025 18:00:00",20.240790,85.836784,OZONE,10,53,44
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","17-01-2025 18:00:00","20.48891     ","85.84768     ",OZONE,2,152,125
